Textbook,Score
Devo_Feldman_04_Autism.docx,-0.348684211
Socl_Zastrow_08_Autism.docx,-0.261029412
Socl_Zastrow_10_Autism.docx,-0.219033233
Socl_Zastrow_09_Autism.docx,-0.215139442
Intro_Bernstein_08_Autism.docx,-0.204545455
Devo_Feldman_05_Autism.docx,-0.182539683
Intro_Coon_13_Autism_v2.docx,-0.174757282
Intro_Bernstein_07_Autism_v2.docx,-0.141025641
Intro_Morris_09_Autism.docx,-0.132936508
Intro_Coon_10_Autism.docx,-0.130111524
Devo_Berger_08_Autism.docx,-0.11984127
Intro_Morris_08_Autism.docx,-0.114832536
Devo_Feldman_08_Autism.docx,-0.110315186
Devo_Santrock_12_Autism_v2.docx,-0.105893186
Intro_Bernstein_06_Autism.docx,-0.104914934
Neuro_Bear_03_Autism.docx,-0.103658537
Devo_Berger_06_Autism_v2.docx,-0.101895735
Devo_Berger_09_Autism.docx,-0.100487211
Intro_Morris_07_Autism.docx,-0.096273292
Intro_Coon_11_Autism.docx,-0.095744681
Intro_Kalat_11_Autism.docx,-0.087537092
Devo_Berger_07_Autism.docx,-0.082763338
Devo_Santrock_15_Autism.docx,-0.080708661
Devo_Bornstein_04_Autism.docx,-0.076923077
Devo_Santrock_14_Autism_v2.docx,-0.073446328
Devo_Santrock_13_Autism_v2.docx,-0.07107438
Abn_Nolen-Hoeksema_07_Autism.docx,-0.070255915
Socl_Aronson_08_Autism.docx,-0.068965517
Devo_Santrock_16_Autism.docx,-0.067699369
Intro_Bernstein_10_Autism.docx,-0.066700611
Socl_Aronson_09_Autism.docx,-0.065217391
Devo_Berger_10_Autism.docx,-0.065044248
Abn_Sue_09_Autism_v2.docx,-0.064102564
Abn_Brown_03_Autism_v2.docx,-0.062872467
Abn_Sue_07_Autism_v2.docx,-0.062031484
Neuro_Breedlove_08_Autism.docx,-0.061185468
Devo_Feldman_06_Autism.docx,-0.060728745
Devo_Feldman_07_Autism.docx,-0.059055118
Abn_Brown_02_Autism_v2.docx,-0.058972912
Abn_Brown_01_Autism_v2.docx,-0.057060519
Devo_Berk_04_Autism.docx,-0.056022409
Abn_Sue_08_Autism_v2.docx,-0.055053838
Intro_Morris_10_Autism.docx,-0.054012346
Abn_Brown_04_Autism_v2.docx,-0.053960964
Intro_Wade_08_Autism.docx,-0.051971326
Neuro_Kolb_04_Autism.docx,-0.051219512
Socl_Gilovich_02_Autism.docx,-0.04887218
Devo_Bornstein_05_Autism.docx,-0.048611111
Devo_Bornstein_06_Autism.docx,-0.047297297
Socl_Branscombe_14_Autism.docx,-0.03968254
Abn_Whitbourne_05_Autism_v2.docx,-0.03622251
Socl_Baumeister_04_Autism.docx,-0.036111111
Neuro_Kalat_12_Autism.docx,-0.035982009
Intro_Bernstein_09_Autism_v2.docx,-0.034375
Abn_Hooley_17_Autism.docx,-0.034074613
Abn_Whitbourne_04_Autism_v2.docx,-0.032082324
Neuro_Carlson_09_Autism.docx,-0.030514953
Abn_Barlow_08_Autism.docx,-0.0293995
Spcl_Overton_07_Autism.docx,-0.028037383
Abn_Kearney_06_Autism.docx,-0.026572188
Spcl_Vaughn_03_Autism_v2.docx,-0.025627045
Neuro_Johnson_02_Autism_v2.docx,-0.025192442
Intro_Weiten_10_Autism.docx,-0.024615735
Spcl_Overton_04_Autism.docx,-0.024390244
Devo_Berk_05_Autism.docx,-0.02303263
Neuro_Johnson_01_Autism.docx,-0.022955524
