Textbook,Score
Abn_Barlow_04_Transgender_v2.docx,-0.023733764
Abn_Barlow_05_Transgender_v2.docx,-0.02559727
Abn_Barlow_06_Transgender_v2.docx,0.006369427
Abn_Barlow_07_Transgender_v2.docx,-0.062992126
Abn_Barlow_08_Transgender.docx,-0.009459246
Abn_Brown_05_Transgender.docx,-0.015873016
Abn_Comer_05_Transgender_v2.docx,-0.066252588
Abn_Comer_06_Transgender.docx,-0.081238779
Abn_Comer_07_Transgender.docx,-0.078894569
Abn_Comer_08_Transgender_v2.docx,-0.106225296
Abn_Comer_09_Transgender.docx,-0.070578557
Abn_Hooley_13_Transgender.docx,-0.029635672
Abn_Hooley_14_Transgender_v2.docx,-0.053417929
Abn_Hooley_15_Transgender_v2.docx,-0.016140351
Abn_Hooley_16_Transgender_v2.docx,-0.010546875
Abn_Hooley_17_Transgender.docx,-0.034005038
Abn_Kearney_06_Transgender.docx,-0.063758389
Abn_Mash_02_Transgender.docx,-0.053645525
Abn_Mash_05_Transgender.docx,-0.123287671
Abn_Mash_06_Transgender.docx,-0.073019408
Abn_Nevid_08_Transgender_v2.docx,-0.008047895
Abn_Nevid_09_Transgender.docx,-0.087848297
Abn_Nevid_10_Transgender.docx,-0.044523147
Abn_Nolen-Hoeksema_03_Transgender.docx,-0.101315789
Abn_Nolen-Hoeksema_04_Transgender.docx,-0.112745098
Abn_Nolen-Hoeksema_05_Transgender.docx,-0.095588235
Abn_Nolen-Hoeksema_06_Transgender.docx,-0.090452261
Abn_Nolen-Hoeksema_07_Transgender.docx,-0.031153609
Abn_Sue_07_Transgender_v2.docx,-0.016853933
Abn_Sue_08_Transgender_v2.docx,-0.038651316
Abn_Sue_09_Transgender_v2.docx,-0.017010309
Abn_Sue_10_Transgender_v2.docx,-0.046551074
Abn_Sue_11_Transgender.docx,-0.010527149
Abn_Whitbourne_04_Transgender.docx,-0.006650042
Abn_Whitbourne_05_Transgender_v2.docx,0.019524618
Abn_Whitbourne_06_Transgender.docx,-0.059633028
Abn_Whitbourne_07_Transgender_v2.docx,-0.078514096
Abn_Whitbourne_08_Transgender.docx,-0.052262701
Devo_Berger_05_Transgender.docx,0.062334218
Devo_Berger_06_Transgender.docx,0.033333333
Devo_Berger_07_Transgender.docx,0.113065327
Devo_Berger_08_Transgender.docx,0.053269122
Devo_Berger_09_Transgender.docx,0.067650677
Devo_Berger_10_Transgender.docx,0.036773795
Devo_Berk_08_Transgender.docx,0.077125265
Devo_Bornstein_02_Transgender.docx,-0.047169811
Devo_Bornstein_04_Transgender_v2.docx,0.035885167
Devo_Bornstein_05_Transgender_v2.docx,0.071825397
Devo_Bornstein_07_Transgender.docx,0.086400893
Devo_Feldman_03_Transgender.docx,0.139622642
Devo_Feldman_04_Transgender_v2.docx,0.082877248
Devo_Feldman_05_Transgender_v2.docx,0.058800316
Devo_Feldman_06_Transgender_v2.docx,0.068232167
Devo_Feldman_07_Transgender.docx,0.064823108
Devo_Feldman_08_Transgender.docx,0.070645554
Devo_Gonzalez-Mena_10_Transgender.docx,0.027777778
Devo_Gonzalez-Mena_11_Transgender.docx,0.087628866
Devo_Kail_02_Transgender.docx,0.036043588
Devo_Kail_05_Transgender.docx,0.091775093
Devo_Kail_06_Transgender.docx,0.0791423
Devo_Kail_07_Transgender.docx,0.079885057
Devo_Miller_06_Transgender.docx,0.042580645
Devo_Newman_08_Transgender.docx,0.090719499
Devo_Newman_09_Transgender.docx,0.10205314
Devo_Newman_10_Transgender_v2.docx,0.108918503
Devo_Newman_11_Transgender.docx,0.110258285
Devo_Newman_12_Transgender.docx,0.09274287
Devo_Newman_13_Transgender.docx,0.083280182
Devo_Santrock_11_Transgender.docx,0.045321637
Devo_Santrock_12_Transgender.docx,0.060871743
Devo_Santrock_13_Transgender.docx,0.079062159
Devo_Santrock_14_Transgender.docx,0.028991597
Devo_Santrock_15_Transgender_V2.docx,0.050847458
Devo_Santrock_16_Transgender.docx,0.043568465
Devo_Sigelman_05_Transgender.docx,0.087573386
Devo_Sigelman_07_Transgender.docx,0.089527944
Devo_Sigelman_08_Transgender.docx,0.092695075
Devo_Sigelman_09_Transgender.docx,0.069749518
GS_Andersen_07_Transgender_v2.docx,0.028297064
GS_Andersen_08_Transgender_v2.docx,0.013769124
GS_Andersen_09_Transgender.docx,0.001426451
GS_Brannon_05_Transgender_v2.docx,0
GS_Brannon_06_Transgender.docx,-0.033671743
GS_Brannon_07_Transgender.docx,0.034415284
GS_Healey_03_Transgender_v2.docx,-0.020439812
GS_Healey_04_Transgender.docx,0.00012
GS_Healey_05_Transgender.docx,-0.007991412
GS_Helgeson_03_Transgender_v2.docx,0.028880264
GS_Helgeson_04_Transgender_v2.docx,0.037058698
GS_Helgeson_05_Transgender.docx,0.027219576
GS_Kimmel_04_Transgender_v2.docx,0.038573635
GS_Kimmel_05_Transgender_v2.docx,0.016158668
GS_Kimmel_06_Transgender.docx,0.023276718
GS_Newman_01_Transgender_v2.docx,0.039488398
GS_Newman_02_Transgender_v2.docx,0.035768878
GS_Newman_03_Transgender.docx,0.029912006
GS_Robinson_02_Transgender.docx,0.017638444
GS_Robinson_03_Transgender_v2.docx,0.023883364
GS_Robinson_04_Transgender.docx,0.0311299
GS_Rothenberg_08_Transgender_v2.docx,0.043509443
GS_Rothenberg_09_Transgender_v2.docx,0.02457561
GS_Rothenberg_10_Transgender.docx,0.008042319
GS_Wood_10_Transgender_v2.docx,0.082500643
GS_Wood_11_Transgender_v2.docx,0.075251781
GS_Wood_12_Transgender.docx,0.058260143
HS_Carroll_03_Transgender.docx,0.004388531
HS_Carroll_04_Transgender.docx,0.059446523
HS_Carroll_05_Transgender.docx,0.06243548
HS_Crooks_11_Transgender.docx,0.043012717
HS_Crooks_12_Transgender_v2.docx,0.030848659
HS_Crooks_13_Transgender.docx,0.063158723
HS_Greenberg_04_Transgender.docx,0.070241562
HS_Greenberg_05_Transgender_v2.docx,0.019329897
HS_Greenberg_06_Transgender.docx,0.063352967
HS_Hock_02_Transgender.docx,0.066888889
HS_Hock_03_Transgender.docx,0.067489873
HS_Hock_04_Transgender.docx,0.068157141
